,Unnamed: 0,id_str,Screen Name,User Name,Time,Followers,num_retweets,num_likes,date,time,weekend,hashtags,num_hashtags,mentions,num_mentions,urls,num_urls,replied_id,quoted_id,tweet_text,category,quote_text,media_type,num_hashtags_trending,polarity,subjectivity,target,reply,quote,tweet_type,num_emojis,emoji_polarity,length,party_affiliation,days_since_post,time_day,day_week
816,816,1.20794940304416e+18,wbeke,Wouter Beke,2019-12-20 09:02:34,54805,3,5,2019-12-20,morning,False,[],0,[],0,,2,,,De website https://t.co/KR80A5WyzS is transparant voor de patiënt en nuttig voor de eigen werking. Betere informatiedeling zorgt voor meer betrokkenheid bij de patiënt en daarin spelen onze Vlaamse ziekenhuizen een voortrekkersrol. https://t.co/cq3kWWuOaL,zorg,,nothing,0,0.3,0.616666666666667,bad,False,False,normal,0,0.0,255,cdenv,13,9,4
817,817,1.20770966039814e+18,wbeke,Wouter Beke,2019-12-19 17:09:55,54805,16,120,2019-12-19,midday,False,[],0,"[{'screen_name': 'cdenv', 'name': 'CD&V', 'id': 15753618, 'id_str': '15753618', 'indices': [56, 62]}]",1,,1,,,"Wie met bijbelse citaten wil werken, moet weten dat een @cdenv -er dan een thuismatch speelt. https://t.co/dz1JpnHCij",politiek,,video,0,0.0,0.1,good,False,False,normal,0,0.0,117,cdenv,14,17,3
818,818,1.20768716082189e+18,wbeke,Wouter Beke,2019-12-19 15:40:31,54805,0,0,2019-12-19,midday,False,[],0,[],0,,1,,1.20768212409611e+18,👇 https://t.co/YCc3W8FGDX,sociaal,,photo,0,0.0,0.0,bad,False,True,quote,1,0.0,25,cdenv,14,15,3
819,819,1.20766249295824e+18,wbeke,Wouter Beke,2019-12-19 14:02:30,54805,3,31,2019-12-19,midday,False,[],0,[],0,,1,,,Wil de oppositie de burger elk jaar 1.000 euro laten betalen voor zijn zorgverzekering? Dat gaan we niet doen! Wij kiezen voor herverdeling. https://t.co/wp2vHunxbY,zorg,,video,0,0.0,0.0,medium,False,False,normal,0,0.0,164,cdenv,14,14,3
820,820,1.20765443656009e+18,wbeke,Wouter Beke,2019-12-19 13:30:29,54805,8,42,2019-12-19,midday,False,"[{'text': 'genoegfakenews', 'indices': [141, 156]}]",1,[],0,,1,,,FEITEN✅: Deze regering zal 2 miljard extra uitgeven aan Welzijn. Dat is zeven keer meer dan wat we besparen. Een beetje ernstig blijven aub. #genoegfakenews https://t.co/JpYCgT4TK7,sociaal,,video,0,0.175,0.625,medium,False,False,normal,1,0.0,180,cdenv,14,13,3
821,821,1.20762230505418e+18,wbeke,Wouter Beke,2019-12-19 11:22:48,54805,2,6,2019-12-19,morning,False,"[{'text': 'genoegfakenews', 'indices': [31, 46]}]",1,"[{'screen_name': 'KatrienSchryver', 'name': 'Katrien Schryvers', 'id': 376806823, 'id_str': '376806823', 'indices': [4, 20]}]",1,,0,,,"Ook @KatrienSchryver vindt het #genoegfakenews:
❌FOUT: De investering in welzijn is geen echte investering en gaat zuiver naar beslist beleid
✅FEIT: Beslist beleid is geen uitgevoerd beleid: het is zorg die gaat naar bijkomende mensen. Daarbovenop investeren we in nieuw beleid",sociaal,,nothing,0,-0.08,0.61,bad,False,False,normal,2,0.0,277,cdenv,14,11,3
822,822,1.20762041714756e+18,wbeke,Wouter Beke,2019-12-19 11:15:18,54805,2,7,2019-12-19,morning,False,[],0,"[{'screen_name': 'verajans3620', 'name': 'Vera Jans', 'id': 221390250, 'id_str': '221390250', 'indices': [51, 64]}]",1,,1,,1.20759912989292e+18,Deze regering investeert fors in mensen en in zorg @verajans3620 👇. https://t.co/ZnSFBjzLY7,sociaal,,photo,0,0.1,0.5,bad,False,True,quote,1,0.0,91,cdenv,14,11,3
823,823,1.20761024551155e+18,wbeke,Wouter Beke,2019-12-19 10:34:53,54805,5,23,2019-12-19,morning,False,[],0,"[{'screen_name': 'cdenv', 'name': 'CD&V', 'id': 15753618, 'id_str': '15753618', 'indices': [3, 9]}, {'screen_name': 'Petervanrompuy', 'name': 'Peter Van Rompuy', 'id': 40056556, 'id_str': '40056556', 'indices': [170, 185]}]",2,,1,,1.20760583736517e+18,"De @cdenv-stempel:
➡️grootste investering is in welzijn
➡️werken wordt meer lonend voor de laagste inkomens
➡️lokale besturen krijgen meer steun
✅ begroting in evenwicht
@Petervanrompuy https://t.co/hbOSCtfiAZ",sociaal,,photo,0,0.0,0.0,bad,False,True,quote,7,0.0,209,cdenv,14,10,3
824,824,1.20760428674775e+18,wbeke,Wouter Beke,2019-12-19 10:11:12,54805,10,20,2019-12-19,morning,False,"[{'text': 'genoegfakenews', 'indices': [144, 159]}]",1,[],0,,1,,,"FEITEN ✅: We investeren in jeugdzorg, kinderopvang, kinderbijslag en de rusthuisfactuur. Daarvoor geven we ZEVEN keer meer uit dan we besparen. #genoegfakenews https://t.co/RwA3pTmXpj",sociaal,,photo,0,0.0,0.0,bad,False,False,normal,1,0.0,183,cdenv,14,10,3
825,825,1.20760407468381e+18,wbeke,Wouter Beke,2019-12-19 10:10:22,54805,10,37,2019-12-19,morning,False,"[{'text': 'genoegfakenews', 'indices': [125, 140]}]",1,[],0,,1,,,FEITEN✅: er komt 2 miljard bij voor Welzijn. En dit zónder mensen meer belastingen te vragen. 👉Solidariteit en herverdeling. #genoegfakenews https://t.co/sq9EQE614d,sociaal,,photo,0,0.0,0.0,medium,False,False,normal,2,0.0,164,cdenv,14,10,3
826,826,1.20736382455643e+18,wbeke,Wouter Beke,2019-12-18 18:15:42,54805,19,95,2019-12-18,evening,False,[],0,[],0,,1,,,"Dankzij extra middelen die ik vrijdag van de collega's in de regering kreeg, kan ik volgend jaar meer geld uittrekken voor preventie. Dat geld gebruiken we om de maatregelen rond preventieve geestelijke zorg terug te draaien. https://t.co/YV6g0YkCLJ",zorg,,nothing,0,0.133333333333333,0.35,medium,False,False,normal,0,0.0,249,cdenv,15,18,2
827,827,1.20725987435213e+18,wbeke,Wouter Beke,2019-12-18 11:22:38,54805,3,3,2019-12-18,morning,False,[],0,"[{'screen_name': 'Helpper_be', 'name': 'Helpper', 'id': 885849867427381248, 'id_str': '885849867427381248', 'indices': [0, 11]}, {'screen_name': 'RadicaleV_VL', 'name': 'Radicale Vernieuwers', 'id': 3143488055, 'id_str': '3143488055', 'indices': [12, 25]}, {'screen_name': 'destandaard', 'name': 'De Standaard', 'id': 21408400, 'id_str': '21408400', 'indices': [26, 38]}, {'screen_name': 'SocInnFabriek', 'name': 'SocInnoFabriek', 'id': 1497720132, 'id_str': '1497720132', 'indices': [39, 53]}]",4,,0,1.20722095702853e+18,,@Helpper_be @RadicaleV_VL @destandaard @SocInnFabriek Van een innovatief idee naar een erkenning door het brede publiek. Proficiat!,zorg,,nothing,0,-0.29375,0.525,bad,True,False,reply,0,0.0,131,cdenv,15,11,2
828,828,1.20724604205764e+18,wbeke,Wouter Beke,2019-12-18 10:27:40,54805,1,14,2019-12-18,morning,False,[],0,"[{'screen_name': 'ECDementieVl', 'name': 'ECDementieVlaanderen', 'id': 988441321, 'id_str': '988441321', 'indices': [4, 17]}]",1,,1,,,"Het @ECDementieVl reikt professionals en iedereen die te maken krijgt met dementie de nodige kennis aan. De levenskwaliteit van mensen met dementie en hun omgeving verbeteren, daarin zijn we de komende jaren partners. https://t.co/zsoDYuCNoP",zorg,,photo,0,0.125,0.225,bad,False,False,normal,0,0.0,241,cdenv,15,10,2
829,829,1.20687491762876e+18,wbeke,Wouter Beke,2019-12-17 09:52:57,54805,3,20,2019-12-17,morning,False,[],0,[],0,,1,,,"Op 17/12 staan de hulpverleners van #1712 in de kijker. Geweld, misbruik en kindermishandeling aanpakken is een beleidsprioriteit. Dankzij hen kan wie ermee te maken krijgt snel en professioneel geholpen worden. Een nieuw logo, hetzelfde belangrijke engagement: bedankt! https://t.co/RGIZ4Ad7Fo",sociaal,,photo,0,0.329166666666667,0.616666666666667,bad,False,False,normal,0,0.0,294,cdenv,16,9,1
830,830,1.2066004286932e+18,wbeke,Wouter Beke,2019-12-16 15:42:14,54805,2,11,2019-12-16,midday,False,[],0,"[{'screen_name': 'SamenLevOpbouw', 'name': 'Samenlevingsopbouw', 'id': 2865630789, 'id_str': '2865630789', 'indices': [19, 34]}]",1,,1,,,Met Papillon toont @SamenLevOpbouw West-Vlaanderen hoe sociale doelstellingen en klimaatdoelstellingen elkaar versterken. Het project rond circulaire economie is een inspiratie voor binnen- en buitenland. Proficiat met de Klimaattrofee! https://t.co/mhfFvuGYCn,ecologie,,nothing,0,0.29166666666666696,0.33333333333333304,bad,False,False,normal,0,0.0,260,cdenv,17,15,0
831,831,1.20657632880962e+18,wbeke,Wouter Beke,2019-12-16 14:06:28,54805,0,0,2019-12-16,midday,False,[],0,"[{'screen_name': 'Luc_Soe', 'name': 'SOETE Luc', 'id': 903897425026445312, 'id_str': '903897425026445312', 'indices': [0, 8]}, {'screen_name': 'Nieuwsblad_be', 'name': 'Nieuwsblad.be', 'id': 7762342, 'id_str': '7762342', 'indices': [9, 23]}]",2,,0,1.20649115504469e+18,,"@Luc_Soe @Nieuwsblad_be Beste Luc, ik benadruk dat er niet bespaard wordt op de Zelfmoordlijn. Elke budgettaire ruimte die er is binnen Welzijn willen we zo goed mogelijk invullen en preventie is een prioriteit.",zorg,,nothing,0,0.3875,0.7875,bad,True,False,reply,0,0.0,211,cdenv,17,14,0
832,832,1.20657554662227e+18,wbeke,Wouter Beke,2019-12-16 14:03:22,54805,0,0,2019-12-16,midday,False,[],0,"[{'screen_name': 'Bex_Stijn', 'name': 'Stijn Bex', 'id': 1171750201465417728, 'id_str': '1171750201465417728', 'indices': [0, 10]}, {'screen_name': 'JanJambon', 'name': 'Jan Jambon', 'id': 143713239, 'id_str': '143713239', 'indices': [11, 21]}]",2,,0,1.20651395685827e+18,,"@Bex_Stijn @JanJambon Beste Stijn, ik benadruk dat er niet bespaard zal worden op de Zelfmoordlijn (zie mijn tweet). Elke budgettaire ruimte die er is willen we binnen Welzijn zo goed mogelijk invullen. Preventie is een prioriteit.",zorg,,photo,0,0.3875,0.7875,bad,True,False,reply,0,0.0,231,cdenv,17,14,0
833,833,1.20657473998209e+18,wbeke,Wouter Beke,2019-12-16 14:00:09,54805,0,2,2019-12-16,midday,False,[],0,"[{'screen_name': 'TomDMeester', 'name': 'Tom De Meester', 'id': 39477678, 'id_str': '39477678', 'indices': [0, 12]}]",1,,0,1.20648430497036e+18,,"@TomDMeester Beste Tom, er zal niet bespaard worden op de Zelfmoordlijn. Elke budgettaire ruimte die er is binnen Welzijn willen we zo goed mogelijk invullen. Preventie is daarbij een prioriteit.",zorg,,video,0,0.3875,0.7875,bad,True,False,reply,0,0.0,195,cdenv,17,14,0
834,834,1.20657416023695e+18,wbeke,Wouter Beke,2019-12-16 13:57:51,54805,0,0,2019-12-16,midday,False,[],0,"[{'screen_name': 'dannythurion', 'name': 'Danny Thurion', 'id': 298559602, 'id_str': '298559602', 'indices': [0, 13]}, {'screen_name': 'HLN_BE', 'name': 'HLN.BE', 'id': 47576958, 'id_str': '47576958', 'indices': [14, 21]}]",2,,0,1.20657004172408e+18,,"@dannythurion @HLN_BE Beste Danny, ik wil benadrukken dat er niet bespaard zal worden op de Zelfmoordlijn. Elke budgettaire ruimte die er is binnen Welzijn willen we zo goed mogelijk invullen en preventie is een prioriteit.",zorg,,nothing,0,0.3875,0.7875,bad,True,False,reply,0,0.0,223,cdenv,17,13,0
835,835,1.20657399627742e+18,wbeke,Wouter Beke,2019-12-16 13:57:12,54805,0,10,2019-12-16,midday,False,[],0,"[{'screen_name': 'SaidBataray', 'name': 'Saïd Bataray', 'id': 52359720, 'id_str': '52359720', 'indices': [0, 12]}]",1,,0,1.20651367435093e+18,,"@SaidBataray Beste Saïd, er wordt niet bespaard op de Zelfmoordlijn. Het artikel kruiste onze beslissing om dit niet te doen. Elke budgettaire ruimte die er is willen we binnen Welzijn zo goed mogelijk invullen. Preventie is daarbij een prioriteit.",zorg,,photo,0,0.3875,0.7875,bad,True,False,reply,0,0.0,248,cdenv,17,13,0
836,836,1.20657013340736e+18,wbeke,Wouter Beke,2019-12-16 13:41:51,54805,0,0,2019-12-16,midday,False,[],0,"[{'screen_name': 'sofie270588', 'name': 'Sofie Compernolle', 'id': 724856082322079746, 'id_str': '724856082322079746', 'indices': [0, 12]}, {'screen_name': 'PA_Health_UGent', 'name': 'PA & Health', 'id': 705054349949583360, 'id_str': '705054349949583360', 'indices': [13, 29]}]",2,,0,1.20655466809831e+18,,@sofie270588 @PA_Health_UGent Ik wil benadrukken dat er niet bespaard zal worden op de Zelfmoordlijn. Elke budgettaire ruimte die er is binnen Welzijn willen we zo goed mogelijk invullen en preventie is een prioriteit.,zorg,,nothing,0,0.1,0.6,bad,True,False,reply,0,0.0,218,cdenv,17,13,0
837,837,1.20653457684108e+18,wbeke,Wouter Beke,2019-12-16 11:20:34,54805,0,1,2019-12-16,morning,False,[],0,"[{'screen_name': 'HanneloreGoeman', 'name': 'Hannelore Goeman', 'id': 1021669298, 'id_str': '1021669298', 'indices': [0, 16]}, {'screen_name': 'destandaard', 'name': 'De Standaard', 'id': 21408400, 'id_str': '21408400', 'indices': [17, 29]}]",2,,1,1.20648720616617e+18,,"@HanneloreGoeman @destandaard Beste Hannelore, investeren in preventie is belangrijk - ook de komende jaren. Er komt geen besparing op de Zelfmoordlijn. https://t.co/ONjOdY73nP",zorg,,photo,0,0.341666666666667,0.641666666666667,bad,True,False,reply,0,0.0,176,cdenv,17,11,0
838,838,1.20653417001877e+18,wbeke,Wouter Beke,2019-12-16 11:18:57,54805,0,0,2019-12-16,morning,False,[],0,"[{'screen_name': 'tom_salien', 'name': 'Tom Saliën', 'id': 858513734, 'id_str': '858513734', 'indices': [0, 11]}, {'screen_name': 'HLN_BE', 'name': 'HLN.BE', 'id': 47576958, 'id_str': '47576958', 'indices': [12, 19]}]",2,,1,1.20652030557491e+18,,"@tom_salien @HLN_BE Beste Tom, er zal niet bespaard worden op de Zelfmoordlijn. Preventie blijft belangrijke investering, ook de komende jaren. https://t.co/L76iBT9r39",zorg,,photo,0,0.341666666666667,0.641666666666667,bad,True,False,reply,0,0.0,167,cdenv,17,11,0
839,839,1.2065339507699e+18,wbeke,Wouter Beke,2019-12-16 11:18:04,54805,0,1,2019-12-16,morning,False,[],0,"[{'screen_name': 'biekepurnelle', 'name': 'bieke purnelle', 'id': 64700696, 'id_str': '64700696', 'indices': [0, 14]}]",1,,1,1.20649667135136e+18,,"@biekepurnelle Beste Bieke, er zal niet bespaard worden op de Zelfmoordlijn. Preventie is een prioriteit, ook de komende jaren. https://t.co/w3b2xqsuaL",zorg,,photo,0,0.3375,0.5375,bad,True,False,reply,0,0.0,151,cdenv,17,11,0
840,840,1.20653244470019e+18,wbeke,Wouter Beke,2019-12-16 11:12:05,54805,0,0,2019-12-16,morning,False,[],0,"[{'screen_name': '_SerhatYildirim', 'name': 'Serhat Yildirim', 'id': 261702332, 'id_str': '261702332', 'indices': [0, 16]}]",1,,1,1.20650824542419e+18,,@_SerhatYildirim Er zal niet bespaard worden op de Zelfmoordlijn. Preventie blijft belangrijk. https://t.co/bkxWB493aL,zorg,,photo,0,0.35,0.85,bad,True,False,reply,0,0.0,118,cdenv,17,11,0
841,841,1.20651726498977e+18,wbeke,Wouter Beke,2019-12-16 10:11:46,54805,0,2,2019-12-16,morning,False,[],0,"[{'screen_name': 'JelleVdBerghe', 'name': 'Jelle Van den Berghe', 'id': 524168320, 'id_str': '524168320', 'indices': [0, 14]}]",1,,0,1.20650565961901e+18,,"@JelleVdBerghe Beste Jelle, er zal niet bespaard worden op de Zelfmoordlijn. Hun werk is belangrijk. Preventie is een prioriteit.",zorg,,nothing,0,0.5125,0.9125,bad,True,False,reply,0,0.0,129,cdenv,17,10,0
842,842,1.20651597716643e+18,wbeke,Wouter Beke,2019-12-16 10:06:39,54805,1,4,2019-12-16,morning,False,[],0,"[{'screen_name': 'Gelerobbie', 'name': '[G3L3R0BB13]™ 👊🏼', 'id': 45790113, 'id_str': '45790113', 'indices': [0, 11]}, {'screen_name': 'wduyck', 'name': 'Wouter Duyck', 'id': 135880388, 'id_str': '135880388', 'indices': [12, 19]}]",2,,1,1.206489234431e+18,,@Gelerobbie @wduyck Er zal niet bespaard worden op de Zelfmoordlijn. Hun werk is belangrijk. Preventie is een prioriteit. https://t.co/fJPClFkGHI,zorg,,photo,0,0.35,0.85,bad,True,False,reply,0,0.0,145,cdenv,17,10,0
843,843,1.20651164981912e+18,wbeke,Wouter Beke,2019-12-16 09:49:27,54805,74,182,2019-12-16,morning,False,[],0,[],0,,1,,,Er zal niet bespaard worden op de Zelfmoordlijn. Hieronder meer info 👇 https://t.co/0VBjAIIIie,zorg,,photo,0,0.0,0.0,good,False,False,normal,1,0.0,94,cdenv,17,9,0
844,844,1.20623420201604e+18,wbeke,Wouter Beke,2019-12-15 15:26:59,54805,3,13,2019-12-15,midday,True,[],0,"[{'screen_name': 'DeZondag', 'name': 'De Zondag', 'id': 274456935, 'id_str': '274456935', 'indices': [16, 25]}, {'screen_name': 'ArmenTekort', 'name': 'ArmenTeKort', 'id': 1424832740, 'id_str': '1424832740', 'indices': [51, 63]}]",2,,1,,,Mooi artikel in @dezondag over de buddywerking van @ArmenTekort in de strijd tegen kansarmoede. Met o.a. 300 000 euro Vlaamse steun willen ze 5000 buddykoppels vormen. Iedereen kan buddy worden! https://t.co/kBg6dIpb7Z,sociaal,,photo,0,0.875,1.0,bad,False,False,normal,0,0.0,218,cdenv,18,15,6
845,845,1.20622309409812e+18,wbeke,Wouter Beke,2019-12-15 14:42:50,54805,0,12,2019-12-15,midday,True,[],0,[],0,,0,,,"Zijn creaties evenzeer kunst als wetenschap, zijn oeuvre even speels als indrukwekkend. Goede vlucht, Panamarenko.",sociaal,,nothing,0,0.765,0.95,bad,False,False,normal,0,0.0,114,cdenv,18,14,6
846,846,1.20545113285793e+18,wbeke,Wouter Beke,2019-12-13 11:35:20,54805,5,18,2019-12-13,morning,False,"[{'text': 'Limburg', 'indices': [108, 116]}]",1,[],0,,1,,,Vlaamse Regering op verplaatsing voor SALK 2.0. Ook de komende jaren zuurstof voor economie en innovatie in #Limburg. Op naar duurzame groei. https://t.co/5TIlsNy1VE,economie,,photo,1,0.05,0.25,bad,False,False,normal,0,0.0,165,cdenv,20,11,4
847,847,1.20541917870816e+18,wbeke,Wouter Beke,2019-12-13 09:28:22,54805,1,11,2019-12-13,morning,False,[],0,"[{'screen_name': 'crevits', 'name': 'Hilde Crevits', 'id': 40634644, 'id_str': '40634644', 'indices': [30, 38]}, {'screen_name': 'Corda_INCubator', 'name': 'Corda INCubator', 'id': 4919769503, 'id_str': '4919769503', 'indices': [44, 60]}, {'screen_name': 'LRM_nv', 'name': 'LRM', 'id': 4927903991, 'id_str': '4927903991', 'indices': [114, 121]}]",3,,1,,1.20541428954214e+18,"Welkom in innoverend Limburg, @crevits!  De @Corda_INCubator  biedt meer dan 100 start-ups een duurzame toekomst. @LRM_nv https://t.co/tcNop5zlEF",economie,,photo,0,0.55,0.65,bad,False,True,quote,0,0.0,145,cdenv,20,9,4
848,848,1.20515908001017e+18,wbeke,Wouter Beke,2019-12-12 16:14:50,54805,2,9,2019-12-12,midday,False,[],0,[],0,,1,,,"Het college van Burgemeester en schepenen stelde gisteren een ambitieus meerjarenplan voor: 26 mio euro investering zonder belastingsverhoging. (Kinder)armoedebestrijding, stappers en trappers, toerisme en het Kwartier Ijzer krijgen prioriteit.  https://t.co/2ccmxvXMQc",sociaal,,nothing,0,0.9,1.0,bad,False,False,normal,0,0.0,269,cdenv,21,16,3
849,849,1.21009694029529e+18,Koen_Geens1,Koen Geens,2019-12-26 07:16:07,31226,13,70,2019-12-26,morning,False,[],0,"[{'screen_name': 'KU_Leuven', 'name': 'KU Leuven', 'id': 130828533, 'id_str': '130828533', 'indices': [40, 50]}]",1,,2,,1.2100233111549e+18,Studenten kunnen vanaf februari starten @KU_Leuven zodat ze niet langer een buitenlandse opleiding hoeven te volgen. Zo wil de Belgische overheid de buitenlandse invloed in  moskeeën terugdringen. https://t.co/F5rh5V5HEy https://t.co/3i2OhnlYE4,ethisch,,nothing,0,0.0,0.066666666666667,good,False,True,quote,0,0.0,244,cdenv,7,7,3
850,850,1.20943292263529e+18,Koen_Geens1,Koen Geens,2019-12-24 11:17:33,31226,1,23,2019-12-24,morning,False,"[{'text': 'WeekVanGeens', 'indices': [52, 65]}]",1,[],0,,2,,,"Ik wens ieder van u een zalig kerstfeest 

👉Lees de #WeekVanGeens via https://t.co/ZwtzhSTLIl https://t.co/8OL2PMOSfO",andere,,photo,0,0.5,0.65,medium,False,False,normal,1,0.0,117,cdenv,9,11,1
851,851,1.20941430664901e+18,Koen_Geens1,Koen Geens,2019-12-24 10:03:35,31226,0,4,2019-12-24,morning,False,[],0,"[{'screen_name': 'kristofcalvo', 'name': 'Kristof Calvo', 'id': 222893593, 'id_str': '222893593', 'indices': [0, 13]}]",1,,0,1.20940238382816e+18,,"@kristofcalvo Toveroplossingen bestaan niet, maar altijd en graag bereid tot overleg. Zalige kerst.",politiek,,photo,0,0.375,0.55,bad,True,False,reply,0,0.0,99,cdenv,9,10,1
852,852,1.20941381899409e+18,Koen_Geens1,Koen Geens,2019-12-24 10:01:38,31226,1,11,2019-12-24,morning,False,[],0,[],0,,1,,,"L’homme est nuancé. Vous avez besoin de légumes, de poisson, de protéines. C’est hasardeux de demander une préférence entre sept partis. Je serais favorable à ce qu’on donne à chaque électeur cinq voix pour chaque élection, qu’il puisse panacher

https://t.co/p1P9fNu4f5",politiek,,nothing,0,0.0,0.0,bad,False,False,normal,0,0.0,270,cdenv,9,10,1
853,853,1.20941324386689e+18,Koen_Geens1,Koen Geens,2019-12-24 09:59:21,31226,6,29,2019-12-24,morning,False,[],0,"[{'screen_name': 'HLN', 'name': 'Het Laatste Nieuws', 'id': 89146409, 'id_str': '89146409', 'indices': [124, 128]}]",1,,1,,,"Over de middernachtmis, de informateurs in de kribbe en warmbloedigheid. Kort gezegd: het ideale kerstinterview, vandaag in @HLN🎄

https://t.co/XYd6WLx3J4",politiek,,nothing,0,0.45,0.65,medium,False,False,normal,1,0.0,154,cdenv,9,9,1
854,854,1.20938562926141e+18,Koen_Geens1,Koen Geens,2019-12-24 08:09:37,31226,0,0,2019-12-24,morning,False,[],0,"[{'screen_name': 'TineLieve', 'name': 'TineLieve', 'id': 99782839, 'id_str': '99782839', 'indices': [0, 10]}, {'screen_name': 'FOD_Justitie', 'name': 'FODJustitie', 'id': 4576448356, 'id_str': '4576448356', 'indices': [11, 24]}, {'screen_name': 'hrjcsj', 'name': 'HRJ-CSJ', 'id': 1567687800, 'id_str': '1567687800', 'indices': [25, 32]}, {'screen_name': 'SPFJustice', 'name': 'SPFJustice', 'id': 4252434009, 'id_str': '4252434009', 'indices': [33, 44]}]",4,,0,1.20911242376193e+18,,"@TineLieve @FOD_Justitie @hrjcsj @SPFJustice Dag Tine, ik ken de exacte maand nog niet maar de selecties worden aangekondigd in de eerste helft van 2020. Sinds mei worden er geen ‘algemene’ selecties voor griffier en secretaris meer georganiseerd, maar examens per cluster van rechtsmachten. Fijn eindejaar!",justitie,,photo,0,0.305555555555555,0.633333333333333,bad,True,False,reply,0,0.0,307,cdenv,9,8,1
855,855,1.20937464690426e+18,Koen_Geens1,Koen Geens,2019-12-24 07:25:59,31226,4,24,2019-12-24,morning,False,[],0,[],0,,1,,1.20903587481568e+18,"Zien wie kwetsbaar is, is sterk. Er iets aan doen nog sterker. https://t.co/vGq86lAIKg",sociaal,,photo,0,0.48,0.69,medium,False,True,quote,0,0.0,86,cdenv,9,7,1
856,856,1.20915321207225e+18,Koen_Geens1,Koen Geens,2019-12-23 16:46:05,31226,1,3,2019-12-23,midday,False,[],0,"[{'screen_name': 'GustVerwerft', 'name': 'Gust Verwerft', 'id': 169431120, 'id_str': '169431120', 'indices': [0, 13]}]",1,,0,1.20912734913818e+18,,"@GustVerwerft Beste Gust, sinds 2014 zijn er 1306 vacatures voor magistraten gepubliceerd, daarvan zijn er bij gebrek aan kandidaten 331 opnieuw gepubliceerd. We blijven ervoor gaan...",justitie,,photo,0,0.675,0.975,bad,True,False,reply,0,0.0,184,cdenv,10,16,0
857,857,1.20912521311758e+18,Koen_Geens1,Koen Geens,2019-12-23 14:54:49,31226,3,9,2019-12-23,midday,False,"[{'text': 'vacances', 'indices': [21, 30]}]",1,[],0,,1,,,"Vendredi dernier, 48 #vacances pour le poste de magistrat ont été publiées au Moniteur belge et ce, pour les tribunaux de tout le pays👩‍⚖️

Diffusez la nouvelle!👇 https://t.co/wEbseF27XN",justitie,,photo,0,0.0,0.0,bad,False,False,normal,5,0.0,186,cdenv,10,14,0
858,858,1.20910787174671e+18,Koen_Geens1,Koen Geens,2019-12-23 13:45:55,31226,11,22,2019-12-23,midday,False,"[{'text': 'vacatures', 'indices': [11, 21]}]",1,[],0,,1,,,"Vrijdag 48 #vacatures voor magistraten gepubliceerd in het Staatsblad, en dat voor rechtbanken over gans het land👩‍⚖️

Spread the news! 👇 https://t.co/OUSyv1uHpO",justitie,,photo,0,0.125,0.4,medium,False,False,normal,5,0.0,161,cdenv,10,13,0
859,859,1.20808854824887e+18,Koen_Geens1,Koen Geens,2019-12-20 18:15:29,31226,4,13,2019-12-20,evening,False,[],0,"[{'screen_name': 'hrjcsj', 'name': 'HRJ-CSJ', 'id': 1567687800, 'id_str': '1567687800', 'indices': [30, 37]}]",1,,1,,,Reactie op het rapport van de @hrjcsj https://t.co/FJTKDuoF8H,justitie,,photo,0,0.0,0.0,bad,False,False,normal,0,0.0,61,cdenv,13,18,4
860,860,1.20793353914617e+18,Koen_Geens1,Koen Geens,2019-12-20 07:59:32,31226,4,177,2019-12-20,morning,False,[],0,[],0,,1,,1.20284796719718e+18,"Beste Marc Fonck, beste technicus van de Ochtend, je was een heerlijke vierde aanwezige in de studio, nooit op de foto, steeds bereid om te lachen met een grap of een kwinkslag, en 42 jaar stipt. Succes met het vervolg, ik mis je al. https://t.co/0o1U71KtyN",andere,,photo,0,0.314285714285714,0.671428571428571,good,False,True,quote,0,0.0,257,cdenv,13,7,4
861,861,1.20769459473084e+18,Koen_Geens1,Koen Geens,2019-12-19 16:10:03,31226,4,9,2019-12-19,midday,False,[],0,"[{'screen_name': 'federalepolitie', 'name': 'Federale Politie', 'id': 384722064, 'id_str': '384722064', 'indices': [219, 235]}]",1,,1,,,"Drugsfeiten zitten in stijgende lijn, vooral in Antwerpen en Limburg is dit merkbaar. Federale Gerechtelijke Politie besteedt 11% van zijn tijd aan strijd tegen drugs en samenwerking met Nederland werd reeds versterkt  @federalepolitie Lees meer 👉 https://t.co/4uKHqJpZwc",justitie,,nothing,0,0.05,0.05,bad,False,False,normal,1,0.0,271,cdenv,14,16,3
862,862,1.20732899578161e+18,Koen_Geens1,Koen Geens,2019-12-18 15:57:18,31226,2,10,2019-12-18,midday,False,"[{'text': 'CIM', 'indices': [269, 273]}]",1,"[{'screen_name': 'cdenv', 'name': 'CD&V', 'id': 15753618, 'id_str': '15753618', 'indices': [1, 7]}, {'screen_name': 'nathaliemuylle', 'name': 'Nathalie Muylle', 'id': 140510920, 'id_str': '140510920', 'indices': [174, 189]}, {'screen_name': 'wbeke', 'name': 'Wouter Beke', 'id': 515620055, 'id_str': '515620055', 'indices': [190, 196]}]",3,,1,,1.20725283083222e+18,.@cdenv salue la création d’une conférence interministérielle sur les droits des femmes. La violence faite aux femmes sera le premier dossier important au sein de cette CIM. @nathaliemuylle @wbeke. On continuera à travailler pour passer aux prochaines étapes concrètes #CIM https://t.co/JNrCxCFjJC,ethisch,,photo,0,0.0,0.0,bad,False,True,quote,0,0.0,297,cdenv,15,15,2
